# hostname;interval;timestamp;kbmemfree;kbmemused;%memused;kbbuffers;kbcached;kbcommit;%commit
axle;60;1416687675;39781896;224742528;84.96;309856;21461936;207492372;76.03
axle;60;1416687735;47531152;216993272;82.03;309912;13355320;207872144;76.17
axle;60;1416687795;46085168;218439256;82.58;309968;15176716;207456308;76.02
axle;60;1416687855;43358908;221165516;83.61;310020;16290000;209072016;76.61
axle;60;1416687915;44921236;219603188;83.02;310076;16342544;207457256;76.02
axle;60;1416687975;43174236;221350188;83.68;310148;17947264;207607632;76.07
axle;60;1416688035;40493352;224031072;84.69;310232;20741700;207497396;76.03
axle;60;1416688095;39460028;225064396;85.08;310288;21821124;207455848;76.02
axle;60;1416688155;39443112;225081312;85.09;310328;21822500;207455848;76.02
axle;60;1416688215;36974704;227549720;86.02;310380;23852252;207895656;76.18
axle;60;1416688275;36373156;228151268;86.25;310484;23935328;208410656;76.37
