# hostname;interval;timestamp;pgpgin/s;pgpgout/s;fault/s;majflt/s;pgfree/s;pgscank/s;pgscand/s;pgsteal/s;%vmeff
axle;60;1416687675;0.00;2148.36;232626.92;0.00;199785.87;0.00;0.00;0.00;0.00
axle;60;1416687735;0.00;339.80;210661.79;0.00;155537.69;0.00;0.00;0.00;0.00
axle;60;1416687795;0.00;127.24;48469.81;0.00;2729.04;0.00;0.00;0.00;0.00
axle;60;1416687855;0.00;32.61;45049.23;0.00;1169.61;0.00;0.00;0.00;0.00
axle;60;1416687915;0.00;42.13;51277.10;0.00;7202.83;0.00;0.00;0.00;0.00
axle;60;1416687975;0.00;34.62;48257.38;0.00;1319.34;0.00;0.00;0.00;0.00
axle;60;1416688035;0.00;36.75;71176.31;0.00;5671.94;0.00;0.00;0.00;0.00
axle;60;1416688095;0.00;39.69;36073.20;0.00;649.41;0.00;0.00;0.00;0.00
axle;60;1416688155;0.00;27.27;25601.07;0.00;85.32;0.00;0.00;0.00;0.00
axle;60;1416688215;0.00;33.46;46359.29;0.00;264.21;0.00;0.00;0.00;0.00
axle;60;1416688275;0.00;34.87;90162.58;0.00;2694.63;0.00;0.00;0.00;0.00
