Linux 3.0.101-0.15-default (axle) 	11/22/2014 	_x86_64_

09:34:04 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
09:35:04 PM     all     14.91      0.00      4.25      0.01      0.00     80.84
09:36:04 PM     all     12.47      0.00      2.78      0.00      0.00     84.74
09:37:04 PM     all      9.76      0.00      2.89      0.00      0.00     87.34
09:38:04 PM     all      9.50      0.00      3.20      0.00      0.00     87.30
09:39:04 PM     all     10.09      0.00      2.60      0.00      0.00     87.31
09:40:04 PM     all     11.06      0.00      1.54      0.00      0.00     87.40
09:41:04 PM     all      9.93      0.00      2.73      0.00      0.00     87.34
09:42:04 PM     all     10.53      0.00      2.07      0.00      0.00     87.40
09:43:04 PM     all     11.57      0.00      0.95      0.00      0.00     87.48
09:44:04 PM     all     10.18      0.00      2.47      0.00      0.00     87.35
